store_id,retailer,country,state,location_setting,place_id,mapping_confidence,operational_status,usable_for_network,current_source,eligible_for_analytics,eligible_for_place_analytics,source_id,issues
independent-other-optical-osm-au-node-11898341739,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-5893744923,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4996717724,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-10866980758,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-7176563988,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-11751506894,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-2755159686,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-9894830475,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-9318665504,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-8460982632,Independent / Other optical,Australia,NSW,Shopping Centre,place-au-nsw-hcf-eyecare-centres,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-4353406489,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-13889357142,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-13670708403,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4789534885,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4945481391,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-11115368664,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-3981230962,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-12818552017,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-way-605984555,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-way-1025379188,Independent / Other optical,Australia,NSW,High Street,corridor-au-nsw-nsw-anzac-parade,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-7730212701,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-10689683737,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-11425010142,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-3248721542,Independent / Other optical,Australia,NSW,High Street,corridor-au-nsw-nsw-bridge-street,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-9892744780,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-way-1104859305,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-10578256822,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-8639150772,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4546327090,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-way-1301075399,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-9354608723,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-9365266935,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-5072911675,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4505475885,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4945481560,Independent / Other optical,Australia,NSW,Shopping Centre,place-au-nsw-rose-bay-eyecare-centre,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-2613244961,Independent / Other optical,Australia,NSW,Shopping Centre,place-au-nsw-cronulla-mall,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-10624370751,Independent / Other optical,Australia,NSW,Shopping Centre,place-au-nsw-teachers-health-centre-parramatta,High,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-13911331068,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-11751506892,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-8228920367,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-4547827590,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-11059373801,Independent / Other optical,Australia,NSW,High Street,corridor-au-nsw-nsw-murwillumbah-street,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-6461153274,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-way-1019628539,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-5421723042,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-1081203615,Independent / Other optical,Australia,NSW,High Street,corridor-au-nsw-nsw-forest-road,Medium,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address
independent-other-optical-osm-au-node-13343526524,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-3977545466,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-3991780847,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
independent-other-optical-osm-au-node-10930812225,Independent / Other optical,Australia,NSW,Uncertain,,Uncertain,Limited,false,true,false,false,osm-opticians,record lacks a meaningful public storefront address; location setting needs review
opsm-1017,OPSM,Australia,NSW,High Street,corridor-au-nsw-albury-dean-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-80,Oscar Wylee,Australia,NSW,High Street,corridor-au-nsw-albury-dean-street,Medium,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3465,Specsavers,Australia,NSW,High Street,corridor-au-nsw-albury-dean-street,High,Usable,true,true,true,true,specsavers-au,
opsm-1108,OPSM,Australia,NSW,High Street,corridor-au-nsw-armidale-cnr-beardy-jessie-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3611,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-armidale-central,High,Usable,true,true,true,true,specsavers-au,
opsm-1175,OPSM,Australia,NSW,Shopping Centre,place-au-nsw-ashfield-mall,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3519,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-ashfield-mall,High,Usable,true,true,true,true,specsavers-au,
independent-other-optical-osm-au-node-12547015064,Independent / Other optical,Australia,NSW,High Street,corridor-au-nsw-avalon-beach-old-barrenjoey-road,Medium,Usable,true,true,true,true,osm-opticians,
independent-other-optical-osm-au-node-12556385824,Independent / Other optical,Australia,NSW,High Street,corridor-au-nsw-avalon-beach-bowling-green-lane,Medium,Usable,true,true,true,true,osm-opticians,
opsm-2986,OPSM,Australia,NSW,Shopping Centre,place-au-nsw-balgowlah-shopping-centre,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3624,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-balgowlah-shopping-centre,High,Usable,true,true,true,true,specsavers-au,
opsm-1259,OPSM,Australia,NSW,High Street,corridor-au-nsw-ballina-fox-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3296,Specsavers,Australia,NSW,High Street,corridor-au-nsw-ballina-river-street,Medium,Usable,true,true,true,true,specsavers-au,
bailey-nelson-balmain,Bailey Nelson,Australia,NSW,High Street,corridor-au-nsw-balmain-darling-street,Medium,Usable,true,true,true,true,bailey-nelson-au,
opsm-2984,OPSM,Australia,NSW,High Street,corridor-au-nsw-balmain-darling-street,Medium,Usable,true,true,true,true,opsm-au,
opsm-1178,OPSM,Australia,NSW,High Street,corridor-au-nsw-bankstown-stacey-street,Medium,Usable,true,true,true,true,opsm-au,
oscar-wylee-145,Oscar Wylee,Australia,NSW,Shopping Centre,place-au-nsw-bankstown-central,High,Usable,true,true,true,true,oscar-wylee-au,
specsavers-3383,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-bankstown-central,High,Usable,true,true,true,true,specsavers-au,
specsavers-3622,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-bass-hill-plaza,High,Usable,true,true,true,true,specsavers-au,
opsm-2990,OPSM,Australia,NSW,Shopping Centre,place-au-nsw-bateau-bay-square,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3523,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-bateau-bay-square,High,Usable,true,true,true,true,specsavers-au,
opsm-2995,OPSM,Australia,NSW,High Street,corridor-au-nsw-batemans-bay-orient-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3276,Specsavers,Australia,NSW,High Street,corridor-au-nsw-batemans-bay-orient-street,Medium,Usable,true,true,true,true,specsavers-au,
opsm-1020,OPSM,Australia,NSW,High Street,corridor-au-nsw-bathurst-howick-street,Medium,Usable,true,true,true,true,opsm-au,
specsavers-3513,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-bathurst-city-centre,High,Usable,true,true,true,true,specsavers-au,
specsavers-3633,Specsavers,Australia,NSW,Shopping Centre,place-au-nsw-grove-square,High,Usable,true,true,true,true,specsavers-au,
